level_name,generation_time
level0.txt,387788973291
level1.txt,254941853
level2.txt,249635353
level3.txt,251431975
level4.txt,248579171
level5.txt,248874294
level6.txt,248600064
level7.txt,250939117
level8.txt,275725752
level9.txt,251744616
level10.txt,249418694
level11.txt,716892644567
level12.txt,257392043
level13.txt,251061480
level14.txt,249787632
level15.txt,258563709
level16.txt,249784326
level17.txt,249713545
level18.txt,249166195
level19.txt,249270112
level20.txt,250406271
level21.txt,248792275
level22.txt,387446440053
level23.txt,258342149
level24.txt,255789340
level25.txt,251707916
level26.txt,354412086
level27.txt,251892850
level28.txt,249789021
level29.txt,252876141
level30.txt,252153017
level31.txt,254751069
level32.txt,254135620
level33.txt,398473779494
level34.txt,253413684
level35.txt,247939519
level36.txt,249842422
level37.txt,248602588
level38.txt,247244276
level39.txt,252686796
level40.txt,249140264
level41.txt,250825496
level42.txt,251197683
level43.txt,252643928
level44.txt,433418643483
level45.txt,262716279
level46.txt,250265402
level47.txt,252221531
level48.txt,251743820
level49.txt,254641089
level50.txt,255554358
level51.txt,247700526
level52.txt,257629846
level53.txt,265678205
level54.txt,251731039
level55.txt,572442258943
level56.txt,254114744
level57.txt,244747682
level58.txt,249523798
level59.txt,247880650
level60.txt,246794980
level61.txt,247805203
level62.txt,249028990
level63.txt,246033279
level64.txt,245603909
level65.txt,249302369
level66.txt,437604905708
level67.txt,258636400
level68.txt,248542579
level69.txt,249387172
level70.txt,251457383
level71.txt,250755357
level72.txt,249204410
level73.txt,248499641
level74.txt,249063561
level75.txt,249098792
level76.txt,246829605
level77.txt,487465325275
level78.txt,256469204
level79.txt,1196634335
level80.txt,1379683885
level81.txt,256568587
level82.txt,254174403
level83.txt,249870413
level84.txt,249301690
level85.txt,253734480
level86.txt,248422533
level87.txt,427374928
level88.txt,611235136358
level89.txt,252018332
level90.txt,357553782
level91.txt,243445239
level92.txt,242244177
level93.txt,242989967
level94.txt,245774916
level95.txt,244930440
level96.txt,243396786
level97.txt,244321000
level98.txt,243594158
level99.txt,537700497099
level100.txt,249460257
level101.txt,262788297
level102.txt,244178440
level103.txt,246306303
level104.txt,248619907
level105.txt,244058505
level106.txt,249086704
level107.txt,245609848
level108.txt,252333062
level109.txt,244657151
level110.txt,497230238715
level111.txt,252658809
level112.txt,252589904
level113.txt,246872030
level114.txt,243824877
level115.txt,250557892
level116.txt,245893848
level117.txt,243300828
level118.txt,246694700
level119.txt,248144274
level120.txt,244763994
level121.txt,536167835836
level122.txt,250709412
level123.txt,246646831
level124.txt,243962008
level125.txt,248383018
level126.txt,252188332
level127.txt,242157590
level128.txt,245626275
level129.txt,247251663
level130.txt,244563201
level131.txt,405468955
level132.txt,381304330707
level133.txt,305362161
level134.txt,245437396
level135.txt,333113221
level136.txt,247304624
level137.txt,257382237
level138.txt,247297935
level139.txt,246168537
level140.txt,249554071
level141.txt,250381261
level142.txt,252408798
level143.txt,366954042071
level144.txt,257773215
level145.txt,247426526
level146.txt,249112629
level147.txt,247150429
level148.txt,355329132
level149.txt,255353831
level150.txt,257063957
level151.txt,256230660
level152.txt,247482467
level153.txt,240824292
level154.txt,422487924373
level155.txt,255126224
level156.txt,249531055
level157.txt,250998797
level158.txt,245891225
level159.txt,249344064
level160.txt,249013172
level161.txt,244754608
level162.txt,250080767
level163.txt,246680811
level164.txt,245365828
level165.txt,397659208637
level166.txt,255136391
level167.txt,249220828
level168.txt,258642983
level169.txt,244119289
level170.txt,249871995
level171.txt,242241335
level172.txt,243277567
level173.txt,245049488
level174.txt,247058380
level175.txt,246306158
level176.txt,319770134776
level177.txt,253286108
level178.txt,247260105
level179.txt,248331292
level180.txt,247956135
level181.txt,259779551
level182.txt,257937628
level183.txt,250427311
level184.txt,248392632
level185.txt,246179968
level186.txt,248105587
level187.txt,446095334860
level188.txt,260414498
level189.txt,371747379
level190.txt,253513498
level191.txt,245127892
level192.txt,246361495
level193.txt,240908129
level194.txt,245794780
level195.txt,249817602
level196.txt,245841132
level197.txt,250269530
level198.txt,245553451
level199.txt,248665801
