level_name,generation_time
level0.txt,12093455126.2
level1.txt,12093455126.2
level2.txt,12093455126.2
level3.txt,12093455126.2
level4.txt,12093455126.2
level5.txt,13410017334.0
level6.txt,13410017334.0
level7.txt,13410017334.0
level8.txt,13410017334.0
level9.txt,13410017334.0
level10.txt,10953342578.4
level11.txt,10953342578.4
level12.txt,10953342578.4
level13.txt,10953342578.4
level14.txt,10953342578.4
level15.txt,14659623840.400002
level16.txt,14659623840.400002
level17.txt,14659623840.400002
level18.txt,14659623840.400002
level19.txt,14659623840.400002
level20.txt,27025881497.8
level21.txt,27025881497.8
level22.txt,27025881497.8
level23.txt,27025881497.8
level24.txt,27025881497.8
level25.txt,11835669563.6
level26.txt,11835669563.6
level27.txt,11835669563.6
level28.txt,11835669563.6
level29.txt,11835669563.6
level30.txt,14688359406.8
level31.txt,14688359406.8
level32.txt,14688359406.8
level33.txt,14688359406.8
level34.txt,14688359406.8
level35.txt,18662043022.399998
level36.txt,18662043022.399998
level37.txt,18662043022.399998
level38.txt,18662043022.399998
level39.txt,18662043022.399998
level40.txt,24200446167.399998
level41.txt,24200446167.399998
level42.txt,24200446167.399998
level43.txt,24200446167.399998
level44.txt,24200446167.399998
level45.txt,12488378490.6
level46.txt,12488378490.6
level47.txt,12488378490.6
level48.txt,12488378490.6
level49.txt,12488378490.6
level50.txt,17293343938.0
level51.txt,17293343938.0
level52.txt,17293343938.0
level53.txt,17293343938.0
level54.txt,17293343938.0
level55.txt,29040574078.8
level56.txt,29040574078.8
level57.txt,29040574078.8
level58.txt,29040574078.8
level59.txt,29040574078.8
level60.txt,13587395664.4
level61.txt,13587395664.4
level62.txt,13587395664.4
level63.txt,13587395664.4
level64.txt,13587395664.4
level65.txt,18476445199.2
level66.txt,18476445199.2
level67.txt,18476445199.2
level68.txt,18476445199.2
level69.txt,18476445199.2
level70.txt,14180368602.199999
level71.txt,14180368602.199999
level72.txt,14180368602.199999
level73.txt,14180368602.199999
level74.txt,14180368602.199999
level75.txt,17411220346.6
level76.txt,17411220346.6
level77.txt,17411220346.6
level78.txt,17411220346.6
level79.txt,17411220346.6
level80.txt,14643008652.8
level81.txt,14643008652.8
level82.txt,14643008652.8
level83.txt,14643008652.8
level84.txt,14643008652.8
level85.txt,17343259292.0
level86.txt,17343259292.0
level87.txt,17343259292.0
level88.txt,17343259292.0
level89.txt,17343259292.0
level90.txt,14748223761.6
level91.txt,14748223761.6
level92.txt,14748223761.6
level93.txt,14748223761.6
level94.txt,14748223761.6
level95.txt,13923531845.2
level96.txt,13923531845.2
level97.txt,13923531845.2
level98.txt,13923531845.2
level99.txt,13923531845.2
level100.txt,12390679171.199999
level101.txt,12390679171.199999
level102.txt,12390679171.199999
level103.txt,12390679171.199999
level104.txt,12390679171.199999
level105.txt,14582338356.0
level106.txt,14582338356.0
level107.txt,14582338356.0
level108.txt,14582338356.0
level109.txt,14582338356.0
level110.txt,7896034527.400001
level111.txt,7896034527.400001
level112.txt,7896034527.400001
level113.txt,7896034527.400001
level114.txt,7896034527.400001
level115.txt,28140066838.0
level116.txt,28140066838.0
level117.txt,28140066838.0
level118.txt,28140066838.0
level119.txt,28140066838.0
level120.txt,22108650921.399998
level121.txt,22108650921.399998
level122.txt,22108650921.399998
level123.txt,22108650921.399998
level124.txt,22108650921.399998
level125.txt,26398103737.8
level126.txt,26398103737.8
level127.txt,26398103737.8
level128.txt,26398103737.8
level129.txt,26398103737.8
level130.txt,23777250035.4
level131.txt,23777250035.4
level132.txt,23777250035.4
level133.txt,23777250035.4
level134.txt,23777250035.4
level135.txt,14791546155.8
level136.txt,14791546155.8
level137.txt,14791546155.8
level138.txt,14791546155.8
level139.txt,14791546155.8
level140.txt,12264199009.6
level141.txt,12264199009.6
level142.txt,12264199009.6
level143.txt,12264199009.6
level144.txt,12264199009.6
level145.txt,10480676087.0
level146.txt,10480676087.0
level147.txt,10480676087.0
level148.txt,10480676087.0
level149.txt,10480676087.0
level150.txt,19100678205.0
level151.txt,19100678205.0
level152.txt,19100678205.0
level153.txt,19100678205.0
level154.txt,19100678205.0
level155.txt,6799670438.200001
level156.txt,6799670438.200001
level157.txt,6799670438.200001
level158.txt,6799670438.200001
level159.txt,6799670438.200001
level160.txt,26363498445.6
level161.txt,26363498445.6
level162.txt,26363498445.6
level163.txt,26363498445.6
level164.txt,26363498445.6
level165.txt,10911496688.4
level166.txt,10911496688.4
level167.txt,10911496688.4
level168.txt,10911496688.4
level169.txt,10911496688.4
level170.txt,11688476704.6
level171.txt,11688476704.6
level172.txt,11688476704.6
level173.txt,11688476704.6
level174.txt,11688476704.6
level175.txt,6390892708.0
level176.txt,6390892708.0
level177.txt,6390892708.0
level178.txt,6390892708.0
level179.txt,6390892708.0
level180.txt,6377801295.6
level181.txt,6377801295.6
level182.txt,6377801295.6
level183.txt,6377801295.6
level184.txt,6377801295.6
level185.txt,14817529496.4
level186.txt,14817529496.4
level187.txt,14817529496.4
level188.txt,14817529496.4
level189.txt,14817529496.4
level190.txt,20590396732.2
level191.txt,20590396732.2
level192.txt,20590396732.2
level193.txt,20590396732.2
level194.txt,20590396732.2
level195.txt,28452731613.0
level196.txt,28452731613.0
level197.txt,28452731613.0
level198.txt,28452731613.0
level199.txt,28452731613.0
